0.000549036,0.159357,2.55E-05,0.00195761,1,0.996868
0.00240716,0.220356,2.55E-05,0.00182537,1,0.996872
0.000569808,0.276635,2.55E-05,0.0018947,1,0.996873
0.000569808,0.323221,2.55E-05,0.00248797,1,0.996802
0.00058579,0.266823,2.55E-05,0.00166352,1,0.996873
0.000300871,0.174147,2.55E-05,0.00140576,1,0.996872
0.00182669,0.180367,2.55E-05,0.00209114,1,0.996871
0.000806234,0.183033,2.55E-05,0.00187002,1,0.996869
0.00110093,0.0884231,2.56E-05,0.00111652,1,0.996873
0.000569808,0.252447,2.55E-05,0.00120542,1,0.99687
0.000549036,0.222324,2.55E-05,0.00236841,1,0.996873
0.00121029,0.143712,2.55E-05,0.000940787,1,0.996872
0.000300871,0.255345,2.55E-05,0.0030836,1,0.996873
0.000569808,0.280817,2.55E-05,0.0017172,1,0.996872
0.00131647,0.144774,2.55E-05,0.00235701,1,0.996856
0.00058579,0.217879,2.55E-05,0.00115383,1,0.996873
0.00164287,0.19973,2.55E-05,0.00180974,1,0.996873
0.00108024,0.249687,2.55E-05,0.00197467,1,0.996873
0.000549036,0.223109,2.55E-05,0.00129688,1,0.996856
0.00121029,0.207847,2.55E-05,0.00225706,1,0.99687
0.00148247,0.29121,2.55E-05,0.00304073,1,0.996873
0.0017636,0.187361,2.55E-05,0.00194034,1,0.99687
0.00042742,0.16537,2.55E-05,0.00420063,1,0.993776
0.000810982,0.243829,2.55E-05,0.00199133,1,0.996861
0.00313726,0.268846,2.55E-05,0.00156469,1,0.996873
0.00118353,0.256158,2.55E-05,0.00250395,1,0.996866
0.000569808,0.305455,2.55E-05,0.00239639,1,0.993776
0.00176417,0.243457,2.55E-05,0.00201841,1,0.996868
0.00042742,0.176624,2.55E-05,0.00157092,1,0.996872
0.000300871,0.235312,2.55E-05,0.00172613,1,0.993772
0.000549036,0.188778,2.55E-05,0.00112967,1,0.996873
0.00121029,0.183344,2.55E-05,0.0026253,1,0.996873
0.000300871,0.435488,2.55E-05,0.0020438,1,0.996873
0.00052901,0.214442,2.55E-05,0.00212405,1,0.996873
0.00292058,0.143592,2.55E-05,0.00173701,1,0.996873
0.000300871,0.229364,2.55E-05,0.00110495,1,0.996805
0.00160839,0.134341,2.55E-05,0.00186692,1,0.996873
0.00173702,0.361542,2.55E-05,0.0022849,1,0.99687
0.000569808,0.191267,2.56E-05,0.00119659,1,0.996872
0.00058579,0.252536,2.55E-05,0.00132887,1,0.996774
0.000806234,0.335583,2.55E-05,0.00192873,1,0.996873
0.000727433,0.126677,2.56E-05,0.00130385,1,0.996873
0.00157818,0.2565,2.55E-05,0.000735137,1,0.996873
0.000223428,0.280419,2.55E-05,0.00127846,1,0.993775
0.00058579,0.167267,2.55E-05,0.00373702,1,0.996873
0.000549036,0.203774,2.55E-05,0.00123257,1,0.996873
0.00103946,0.18879,2.55E-05,0.00111252,1,0.996873
0.00169289,0.189264,2.55E-05,0.00155462,1,0.99687
0.000492412,0.33024,2.55E-05,0.00184022,1,0.993776
0.00058579,0.217824,2.55E-05,0.00128757,1,0.996872
0.000723647,0.15634,2.55E-05,0.00226375,1,0.996863
0.00154599,0.229373,2.55E-05,0.00334052,1,0.996873
0.000482599,0.247628,2.55E-05,0.00152327,1,0.996873
0.00160634,0.201764,2.55E-05,0.00227962,1,0.996873
0.00058579,0.323316,2.55E-05,0.00178293,1,0.996873
0.000569808,0.209429,2.56E-05,0.000764018,0.996873,0.996872
0.000569808,0.140249,2.55E-05,0.000867985,1,0.996873
0.000806234,0.213941,2.55E-05,0.00284931,1,0.996871
0.000549036,0.237678,2.55E-05,0.00057951,1,0.996869
0.000569808,0.126644,2.55E-05,0.0010861,1,0.996873
0.000549036,0.159196,2.55E-05,0.00162363,1,0.996873
0.000549036,0.238687,2.55E-05,0.00287873,1,0.996873
0.000646985,0.256178,2.55E-05,0.00104927,1,0.996873
0.0010558,0.321444,2.55E-05,0.00135114,1,0.996873
0.00425219,0.269141,2.55E-05,0.00258506,1,0.993768
0.00121029,0.280563,2.55E-05,0.00281702,1,0.996873
0.000967882,0.224199,2.55E-05,0.00161256,1,0.996873
0.00159939,0.131379,2.55E-05,0.00114242,1,0.996873
0.000362888,0.278156,2.55E-05,0.000980777,1,0.996872
0.000660072,0.195657,2.55E-05,0.0022753,1,0.996873
0.00313726,0.281264,2.55E-05,0.00150797,1,0.996871
0.000806234,0.182032,2.55E-05,0.00107475,1,0.996871
0.00160888,0.211616,2.55E-05,0.00113509,1,0.996869
0.000806234,0.281508,2.55E-05,0.00102888,1,0.996871
0.00154432,0.282921,2.55E-05,0.000925126,1,0.996869
0.000427985,0.241554,2.55E-05,0.00218488,1,0.996873
0.0017636,0.124139,2.55E-05,0.00165618,1,0.996873
0.00058579,0.17615,2.55E-05,0.00175972,1,0.996843
0.000569808,0.123545,2.55E-05,0.00161257,1,0.996873
0.000646985,0.328813,2.55E-05,0.00510743,1,0.996873
0.000444633,0.250663,2.55E-05,0.00165937,1,0.996869
0.000300871,0.164525,2.55E-05,0.00238466,1,0.996872
0.00349858,0.166736,2.55E-05,0.000728635,1,0.996862
0.000549036,0.17604,2.55E-05,0.00126705,1,0.996871
0.000933337,0.177196,2.55E-05,0.00238993,1,0.996873
0.000427985,0.280661,2.55E-05,0.00146303,1,0.996872
0.00316154,0.412204,2.55E-05,0.000659494,1,0.996873
0.000569808,0.264657,2.55E-05,0.00177922,1,0.996873
0.000806234,0.217954,2.55E-05,0.0034225,1,0.996863
0.000819958,0.132954,2.55E-05,0.00315307,1,0.99687
0.00349858,0.200155,2.55E-05,0.00215488,1,0.996863
0.00042568,0.161934,2.55E-05,0.00190532,1,0.996873
0.000891874,0.281626,2.56E-05,0.00188317,1,0.996873
0.00052901,0.292784,2.56E-05,0.002062,1,0.996873
0.000806234,0.171713,2.56E-05,0.00214223,1,0.996873
0.000496777,0.236448,2.56E-05,0.00139749,1,0.996867
0.00258016,0.132542,2.55E-05,0.0031149,1,0.993776
0.00042742,0.187128,2.55E-05,0.0023345,1,0.996871
0.000300871,0.221046,2.56E-05,0.00122613,1,0.996872
0.000512686,0.242094,2.55E-05,0.00324755,1,0.996871